"","x"
"1",2697.34841757421
"2",5514.73875812499
"3",897.286979792019
"4",772.209827167292
"5",3755.39516517432
"6",3010.11979255482
"7",1906.89708727101
"8",4629.31898704974
"9",7186.18157588156
"10",558.594310035308
"11",4055.37882771088
"12",360.775636509061
"13",98.0598231156667
"14",7066.68257894816
"15",2547.63630852169
"16",30.7885793150912
"17",6277.7609809916
"18",3761.64235781535
"19",1880.43484774729
"20",2373.87650942707
"21",666.581896754603
"22",551.030932032378
"23",987.057793183768
"24",290.387338027358
"25",1082.95494690537
"26",1670.83550699535
"27",4863.61128560511
"28",2606.90411538784
"29",294.830694536225
"30",511.096274078111
"31",5206.29006930249
"32",1308.70328905682
"33",6077.6958549699
"34",1160.47442269822
"35",587.093601934612
"36",4423.12293051088
"37",567.723016390652
"38",182.694350369275
"39",2150.96273925155
"40",380.416787094786
"41",23.0652476060387
"42",233.612495164077
"43",237.184249175092
"44",6831.52186966745
"45",326.381353153617
"46",1032.42417176565
"47",1107.70753119141
"48",10366.6725004079
"49",10260.0447082879
"50",8990.23384434692
"51",206.074798479676
"52",134.957604053077
"53",10721.2333623927
"54",583.2577481245
"55",4746.72991183547
"56",1971.85277938843
"57",3297.02282087307
"58",5271.94381353068
"59",823.822457630574
"60",1992.08689232667
"61",4853.17125888475
"62",6592.2571281275
"63",4841.0363131269
"64",4297.32123686278
"65",2502.77033480949
"66",2092.77707152069
"67",904.676808543961
"68",2885.43381093347
"69",2029.75924282024
"70",816.155827783055
"71",1897.19933240364
"72",1493.04611608386
"73",1245.94040525456
"74",73.3136152848601
"75",5292.20424810727
"76",7126.76836135698
"77",2562.35350711487
"78",4392.66881581052
"79",6979.68446297161
"80",4798.951488177
"81",2784.53634106521
"82",3995.04257352058
"83",1051.38242848324
"84",9644.88738052376
"85",5089.44345609124
"86",824.24231704712
"87",158.259168500678
"88",4406.3351395071
"89",3954.06060527667
"90",2841.06056502366
"91",1451.95433559517
"92",949.787804856896
"93",2699.98949317539
"94",5404.2326453402
"95",9362.23581419143
"96",11632.7902853938
"97",981.001136824489
"98",1186.9578420495
"99",2710.75789444803
"100",2402.27354948996
"101",1944.32202571382
"102",884.412571463441
"103",997.425813803816
"104",2429.8304162761
"105",3591.70816824738
"106",4805.98797993668
"107",6326.25579185097
"108",1032.16970028977
"109",6115.95570239543
"110",2622.285624826
"111",896.947917838891
"112",4590.83964413309
"113",7426.79241381796
"114",1258.39868006397
"115",3752.36570821111
"116",5014.6935544397
"117",3383.31443864509
"118",4462.98051301046
"119",2268.3167597279
"120",275.2247554005
"121",602.489652422567
"122",109.985644929458
"123",5842.38750832089
"124",1710.92901924693
"125",1182.42856115103
"126",2793.70044964953
"127",10230.0361538293
"128",1566.4334098498
"129",3428.28354026626
"130",677.036380900575
"131",1713.70166819543
"132",3524.05739934151
"133",1235.19320661823
"134",4188.18258355959
"135",5656.53674897361
"136",4662.66429023751
"137",10209.3022279572
"138",4441.11545866633
"139",4874.63546888836
"140",2584.5787207127
"141",160.622339068112
"142",1992.51148073624
"143",5603.3624022882
"144",11862.06661934
"145",146.970843686043
"146",873.229847901358
"147",508.154506484667
"148",7763.17410914078
"149",3973.17953704202
"150",17988.7661886844
"151",2465.22113356396
"152",1441.21442300578
"153",6880.00618762581
"154",1417.1122169743
"155",2296.75903916359
"156",2812.86133749688
"157",15963.949523026
"158",2462.26512192094
"159",4142.14563231572
"160",5.16971418013175
"161",7804.25655923995
"162",3708.48865544701
"163",1598.34650345147
"164",1622.78656105502
"165",445.642583072186
"166",238.1503318126
"167",352.484895847738
"168",1250.94526950741
"169",1952.85524241626
"170",518.160277124394
"171",7720.79489462288
"172",6539.35685104935
"173",1838.8948077336
"174",4518.24506420299
"175",3868.28142204289
"176",16702.0286671949
"177",16.8777086461584
"178",5682.31839037744
"179",1308.5198837022
"180",2532.52548772498
"181",4852.2245996611
"182",162.369504480803
"183",2902.537593478
"184",15399.3764138761
"185",5079.00951094319
"186",1727.83063103755
"187",2580.83500885371
"188",2748.45913659438
"189",1448.92708867954
"190",1328.54071600984
"191",2351.63316337977
"192",2017.20373549809
"193",1793.74392144382
"194",571.74168061465
"195",2694.54439777537
"196",1282.31484287729
"197",1829.22277133912
"198",936.475760450866
"199",367.167792999361
"200",2478.97447600066
"201",1810.15932599352
"202",2325.38320918508
"203",20.5894807830125
"204",448.07576653123
"205",17710.448061688
"206",14655.8227446401
"207",196.476061828434
"208",224.118704597155
"209",3400.94600169265
"210",1145.54676227272
"211",1022.73060940206
"212",2614.4620712688
"213",6093.95392831969
"214",1470.14989362409
"215",4523.71479929392
"216",1512.06168501327
"217",10465.2884596945
"218",160.932856306846
"219",1011.02228143413
"220",100.929335070153
"221",4285.46622071072
"222",861.622431936363
"223",6139.18212524859
"224",1867.89840925485
"225",737.788141544851
"226",4026.44930082961
"227",368.86494276853
"228",4366.43262069329
"229",2121.38063895206
"230",1020.03336721988
"231",1268.95826309919
"232",534.063489176333
"233",2626.32981239164
"234",1420.85013755908
"235",1118.38674327979
"236",2402.06283114257
"237",1756.4413510263
"238",3113.44179931684
"239",9632.40161482112
"240",7477.14647981239
"241",1895.85042806963
"242",6086.93581667352
"243",400.639531823496
"244",20.7696025147803
"245",1155.78160621226
"246",277.391055069075
"247",2280.22122600426
"248",5317.9297750406
"249",3095.75938295229
"250",367.03645446076
"251",2087.50461383412
"252",2676.20345253154
"253",976.468571663898
"254",7043.39157127055
"255",9609.01893619315
"256",4168.19061759516
"257",7831.81414918521
"258",932.204325993856
"259",5712.34622823945
"260",6524.91490018177
"261",8371.03731267365
"262",2784.94715055728
"263",5618.56193509394
"264",2215.98003990948
"265",1333.25440188249
"266",2448.37889433805
"267",1145.70426599433
"268",4103.82133894567
"269",2356.30650990609
"270",2803.46816391651
"271",1341.87231305987
"272",70.3509400288264
"273",6377.27993202019
"274",3287.05072022249
"275",1560.5964899684
"276",15266.9980741086
"277",129.528890053431
"278",4739.58974055259
"279",4465.83789759282
"280",1562.26442040255
"281",2800.72355932501
"282",10368.825033563
"283",3727.5128038557
"284",5987.10134597429
"285",5961.81404438424
"286",2892.07311643565
"287",3336.35823476716
"288",7537.33872704419
"289",701.657820599339
"290",1465.9749250859
"291",369.484073792895
"292",2001.16986262495
"293",158.350203807155
"294",4687.47989060394
"295",4509.94132383073
"296",1935.43814588338
"297",1174.15434937495
"298",6236.88636940527
"299",8170.6844824822
"300",5520.3408807199
"301",3919.24619440746
"302",4002.40482438012
"303",217.411768001815
"304",4073.05769918764
"305",32.6389843666037
"306",1924.6494754528
"307",1535.33969384929
"308",966.294989921153
"309",1184.01825207378
"310",2199.78759841373
"311",4286.64805974468
"312",4582.99983589256
"313",2603.34773596033
"314",5145.59594171641
"315",2261.9759493197
"316",485.060603047411
"317",868.024664620558
"318",4349.70343111423
"319",329.568242217647
"320",8686.03107166998
"321",2057.12244380265
"322",487.294827277462
"323",10912.5988924863
"324",4417.251041019
"325",5532.64036266294
"326",2374.66636727658
"327",2714.30339339777
"328",762.702100910246
"329",2935.02034605448
"330",12392.6587189514
"331",11983.2614740185
"332",1801.43003817648
"333",4098.77711981564
"334",6863.27260580468
"335",2116.84032343328
"336",2768.69343890154
"337",2030.42522072792
"338",701.080774539824
"339",10157.5927430751
"340",4177.21107277676
"341",5705.36051833687
"342",3903.94289342964
"343",1066.87933187127
"344",6618.7683738451
"345",16259.9742022945
"346",3497.23849121138
"347",5399.70756856646
"348",1469.25995281587
"349",3979.66292362317
"350",1788.944878305
"351",1210.29964958628
"352",3367.65929277671
"353",432.018281135673
"354",3121.71888386633
"355",1871.0700996841
"356",694.181743698816
"357",468.389045757552
"358",3286.03565368458
"359",2661.02496520583
