"","Frenes","Pluie","Temperature","pH","NO3","Charancon","Exploitation"
"1",15.1072002165564,-0.6007032854313,1.67801612184174,0.00914866406756814,-0.654911601497869,"Présent","Exploitée"
"2",27.0446988442912,-0.250992022598904,-1.37901869109817,0.368503894461858,0.688265044988159,"Absent","Exploitée"
"3",35.7952594106975,1.64303463199327,0.00428648892582652,-0.0415370860223608,1.39243133009816,"Absent","Exploitée"
"4",13.6932615185572,0.067366517640278,-0.463107407010219,-1.76115297116139,-0.262110668467021,"Présent","Exploitée"
"5",25.0323811733843,0.129600587333302,-0.139153717878613,0.681837679668608,0.198584165034588,"Absent","Non exploitée"
"6",18.6274459422367,1.80858108844148,-0.563983978677028,0.325679707440323,-1.77236502409076,"Présent","Exploitée"
"7",14.2962574510677,0.480720352437901,-0.764712869496012,-0.336576073966796,-0.869290353406266,"Présent","Non exploitée"
"8",19.3325223449263,-1.34670053215696,0.623400720547423,0.0534495746557382,-0.0219200619069229,"Présent","Exploitée"
"9",17.4878396354175,-0.734508246577105,-1.01405766085512,0.0696016915256659,0.213313884178137,"Présent","Exploitée"
"10",24.3781711776541,-0.479141493688791,1.51303784261445,0.157994327022842,-0.811882733641746,"Absent","Exploitée"
"11",43.3619207650858,1.28874061238929,-1.11097625902353,1.60086666517129,2.5240555913482,"Absent","Non exploitée"
"12",14.429168354154,0.373675732736213,0.15402578840532,-0.289218428560899,-0.520341185884217,"Présent","Exploitée"
"13",25.6330541701596,0.417040619712073,0.578459299975596,0.10418072842627,-0.0141438502885889,"Absent","Non exploitée"
"14",26.027876447354,0.109902067599722,0.631274975795718,1.12073569249967,0.552989492003462,"Absent","Exploitée"
"15",16.1467708673106,-0.595796382565353,-0.241826870046358,1.00467918147731,-0.101567376876531,"Présent","Exploitée"
"16",20.1910467807372,1.88465207673761,0.132822145869768,1.0972396496508,-0.69969477575928,"Présent","Exploitée"
"17",29.0898889719459,0.519825417696148,0.999320469812762,-0.65345363657021,0.936064735285817,"Absent","Non exploitée"
"18",28.1310284889063,-2.08949004577523,-1.37655723942852,1.96837306300358,1.4883708696257,"Présent","Non exploitée"
"19",26.6974139989126,0.735291768520133,-0.713510949760491,0.00117093710594193,-0.105127127128908,"Absent","Non exploitée"
"20",27.3264699950155,-0.507865450180114,0.369552335645211,1.83054071109285,0.468217537818383,"Absent","Non exploitée"
"21",28.1601609377936,-1.1378704683636,-0.382386157312703,-1.43944217611525,-0.17071596774065,"Absent","Non exploitée"
"22",17.8210763925672,-0.238072247660646,1.40098477980635,-0.045288398677728,0.908121609636506,"Présent","Exploitée"
"23",16.3072691930146,-1.09359330513742,0.716295812437643,1.20358974005638,-1.19617397335262,"Présent","Non exploitée"
"24",37.819102910738,-0.779017408170993,0.125613880416698,-0.793464077624439,2.17150425053199,"Absent","Non exploitée"
"25",15.3858539869736,-0.669061600649237,-1.42696075493984,-0.831518668757727,-0.660917737125767,"Présent","Exploitée"
"26",28.7953316117448,-1.79311381857851,0.0803447925808567,-1.02038498795933,-1.48933691596607,"Absent","Non exploitée"
"27",26.639789500223,0.879741582310808,-0.256242141639297,-1.136209519837,-0.416248781626702,"Absent","Non exploitée"
"28",24.7907345481146,0.155101576094547,-0.0458784560680468,-0.510867779099576,0.0657276293534959,"Absent","Exploitée"
"29",24.6588881653628,-1.21231632368965,-1.10640934932824,0.26994206722499,1.4961927747885,"Présent","Exploitée"
"30",31.7459546360748,1.32022128520028,0.54472235141556,-2.1135163396701,0.806185946401338,"Absent","Exploitée"
"31",15.931031121295,0.444243470102784,-0.966275102469201,0.148808576493519,0.0616112375739885,"Présent","Non exploitée"
"32",22.9790028673804,-0.31970012748709,-0.167609565237262,1.19013532073745,-1.42215252044324,"Absent","Non exploitée"
"33",26.0518966937167,0.940450246812234,0.429519497080638,2.00403392836253,-0.915168640553323,"Absent","Exploitée"
"34",17.1649367832008,0.922459366966358,-0.715256282273503,1.25568320107067,-0.234516772615172,"Présent","Non exploitée"
"35",30.301416319479,0.862583122250231,0.627595852119234,0.702445630071079,2.39636873138314,"Présent","Non exploitée"
"36",24.1921275013961,0.721828765360544,-1.23902443803676,-1.82137006358536,-1.87809209327286,"Absent","Non exploitée"
"37",19.6855804438149,0.579187912644722,-2.70643941381151,-0.677882523111166,1.01911699454793,"Présent","Exploitée"
"38",13.0964509211045,-0.0728365083354432,0.511615493424814,-0.424373206162533,-0.587020218368916,"Présent","Exploitée"
"39",31.3976996221099,-0.33123143182979,0.880685955537426,0.648330438044006,1.5372299783432,"Absent","Non exploitée"
"40",13.6145568112606,-0.410118958633817,-0.226200889791226,-0.173999093727692,-1.17974080824329,"Présent","Exploitée"
"41",27.1309694303767,-0.742823995915302,0.550095904164607,-1.34569071435598,0.0627394081952595,"Absent","Non exploitée"
"42",12.9162770581976,-0.227423478556875,-1.08121053792905,1.64516372245799,-1.14133805735668,"Présent","Exploitée"
"43",21.8427680926093,-1.34705534544724,-0.0702512102412095,0.85957178615597,0.798734641804436,"Présent","Non exploitée"
"44",38.2053673362342,2.28914927771746,-1.85321314899275,0.174671499723211,1.36074895225467,"Absent","Non exploitée"
"45",26.9433995125578,1.27167338028013,1.21543031859084,1.17126752715243,1.81300557874964,"Présent","Exploitée"
"46",20.8612558394153,-1.19640468604888,1.88241106524986,-1.42711691757472,0.696149828791341,"Présent","Exploitée"
"47",22.8795443707672,-0.433850154601949,1.11011684080793,0.604933697823278,1.70893018231951,"Présent","Exploitée"
"48",29.8875478064585,-0.501368752624154,0.0278228038316846,-0.598012502817872,1.13085799189979,"Absent","Exploitée"
"49",16.8111783728029,0.818521201925919,0.0219430037994547,0.628231028197142,-0.204094569128696,"Présent","Non exploitée"
