"","viscosite","sucres","noisettes","cacao","poudre_lait","proteines","fibres","eau","huile_palme","huile_colza","emulsifiant","sel","temperature_fabrication","temps_melange","vitesse_melange","pression_homogeneisation","pH","granulometrie","humidite_stockage","lot_noisettes"
"1",111.060187652701,41.3372503212937,15.5771147447733,6.4503890131176,4.09729090405828,3.67216701865181,3.82117990784023,2.30367588797797,19.0418632328733,8.3797889437441,0.408575046750084,0.227721756868249,63.6722910165637,13.3355376067526,60.8571248622133,170.073169433488,6.47407266124157,186.72913526895,57.4916475724045,"Lot_3"
"2",131.729408081948,39.1778572869177,14.5820057415464,5.72173047860966,5.02358998245534,4.33507763140566,2.81423033595606,1.20268560517936,21.5788765134952,11.0570530951332,0.546193164541867,0.32504993946893,58.9305645980499,16.5966700421545,109.716198954408,132.960162237426,6.52996917741655,158.606010447825,72.0977517791002,"Lot_6"
"3",115.62734446688,43.6450669725189,13.3834292262286,6.68286712309954,6.71565487474139,4.36249395613397,2.65382363165802,1.59086618312188,15.5699719333873,10.7220914328177,0.414716185347463,0.304381780237398,59.2480359819109,16.2471290691734,94.5553062689281,115.612483940736,6.40973227463837,128.128594333731,45.7476977107996,"Lot_2"
"4",103.973289794651,44.6459468566203,10.3641523548825,5.48501680876125,8.1927165165643,4.91052217175534,2.12381011330943,3.16302521701583,16.718717230913,10.0891648886523,0.513709759304478,0.283827051504345,60.6269121311528,17.4205775454369,101.653326265271,140.106019293905,6.5820371497502,156.853853392801,54.666662872896,"Lot_2"
"5",106.352199877977,39.7931270226009,14.0964152886022,7.02861193195703,7.3570388446391,4.89183931952408,2.91114381640938,2.81721926847514,18.7663848403058,8.16709497227525,0.378649330475192,0.295474624816203,62.1392901105326,18.7582445906895,95.9488877866023,171.329795549167,6.50008062038425,132.391055218145,65.8196744706869,"Lot_3"
"6",110.412504009357,43.1250357144871,10.713521505628,6.68325184928815,7.67719926565168,4.72138442659506,2.06908344342479,3.41311294488461,17.4405451279955,10.0196943227913,0.3726248169591,0.213697960814506,62.0567533953663,17.3095582253445,110.381459604006,122.763047345131,6.75831453899267,195.883468346652,46.1555583752739,"Lot_2"
"7",110.345242536971,42.8346924496691,13.2014595009025,5.08567602270604,7.04903966685532,5.03105696629161,2.33564242967167,2.28342599578429,15.8503493905027,12.3579947589219,0.431998841923489,0.267420113691662,51.3681937306668,11.7671021783604,113.92420458208,145.033923387985,6.50145447914127,226.753959698233,46.1083501591491,"Lot_1"
"8",117.259052462453,38.1490444322908,13.5503275281465,7.41913717146269,9.38151617885955,5.64931609765384,3.3040776580147,1.2449029828145,15.5822396697392,12.298192381945,0.509891865176613,0.282073355779594,59.1217588297005,15.4613440996319,108.896951520095,169.238601562973,6.74206294220239,151.363451537968,56.4727514277048,"Lot_4"
"9",120.091611479418,39.9312465281637,14.2424536119469,9.37147555634084,6.25415044609728,4.50798240173262,2.62126635821681,1.78169051967053,18.2775012460325,8.36868520987129,0.410559049101443,0.27025229275916,61.4341926160249,13.8027377392531,98.4056084676623,150.938549085437,6.74414602677348,157.864113895737,40.47654200717,"Lot_5"
"10",99.662852751399,42.7495258145082,13.9094701886822,6.26280487516027,6.12035822728489,4.54159738324754,2.10280200030178,2.79619089360035,18.0510185853599,8.74566954255257,0.487347531319884,0.333060117816399,62.9537000581967,14.9824275056616,93.6380630669667,161.3383810867,6.51293395678707,158.111652482821,48.2686349691036,"Lot_3"
"11",87.0217688221792,46.8243909000088,9.22603394005249,7.52049918705055,5.7774860326095,3.6873506617687,3.64576961660342,3.77260550142051,15.3979451434453,8.51173196225139,0.324002904632608,0.35366407784009,58.4131985791868,17.7520870661674,97.8952937197179,182.47960320098,6.88529834861926,199.70976140854,44.4683492473887,"Lot_4"
"12",109.668753003243,40.9819284576279,13.9796505443949,5.34905500664772,8.04247549818313,4.95771843012548,1.59844133190001,2.28387663112395,16.9485834957348,12.1684692417842,0.374735866112851,0.244634837649562,56.4867417978291,15.828466331608,96.590632730323,168.015424229103,6.60538486106558,180.783617099355,40.3216297618334,"Lot_1"
"13",110.861134740606,41.1647544669654,13.2187230564398,7.36045415748061,6.9565772642244,4.65240589941913,2.9028997557337,3.01411116178216,15.9143039485804,10.5074653244272,0.340425476473982,0.263549232202101,53.1620609920201,15.4655650806267,103.075929073498,161.823813029452,6.46943631559079,192.223695398598,54.2069595868706,"Lot_4"
"14",96.7679588980403,41.8807560934411,12.2905544491182,6.7276042754593,8.46479291734444,5.21359518860633,3.23360522862013,2.870341380891,14.4656070119707,10.859093055179,0.466031936460626,0.351907957340778,56.3559637554008,14.6396557638066,87.6310676718441,159.819728163676,6.61487987023837,199.28674696728,48.6118610682455,"Lot_6"
"15",126.633552063599,39.4944276911321,13.1984927335484,8.29309583604548,7.01541975969137,4.8356396357139,2.47853587684504,1.44540542930639,18.0398492522357,11.3071502913261,0.40788021878766,0.261791559131348,59.3923753717854,16.1910555145709,108.768708755178,126.831667927268,6.4018074963056,186.195865216728,71.695257924131,"Lot_2"
"16",106.880740018559,45.265173133741,12.4431417024562,4.55643782952505,6.17349433042509,4.54701854720234,2.79688303171053,2.05122517592514,18.6153949003785,9.33531057204549,0.373666108404281,0.147388034412359,56.823969755634,11.4641244343256,85.0255200119457,166.783937868798,6.7301986559139,191.195790953457,21.5698210496592,"Lot_3"
"17",100.008492288414,42.6712609049783,13.2146642983877,6.30055881933987,6.76279002212757,5.15514104655169,2.92357539484872,3.21837337383744,17.6180517315652,8.04715744825245,0.470790981834154,0.295756128107675,62.9735134406029,13.7353559279786,77.7357774080913,160.84213243744,6.420966402378,150.935868369463,56.4528192950275,"Lot_4"
"18",122.125709656643,35.9558735313626,17.528022475521,6.16574401246225,5.05549289161331,4.97969549870458,3.40866793844664,3.0993638446398,20.1039620343156,9.72328029233182,0.489772200549979,0.247568037149254,61.8375061544888,19.8497281081285,103.866662246312,158.072414685446,6.85859858700189,178.455292947404,41.786782929194,"Lot_2"
"19",105.114524046477,43.7834446984788,12.3205952581729,6.19427186222491,5.7201225164501,4.71355373243862,2.96928868688777,2.6294900543944,18.9419813032993,8.37679060253476,0.371017045584569,0.229033863307972,51.9563078265686,16.8483685298931,106.229350060882,151.144006875499,6.18515868286076,164.597413385827,47.1377083042192,"Lot_3"
"20",115.106553536336,41.4400927231183,13.8619593779012,6.0027808935444,5.61099995261823,4.33693547436029,2.76616792494095,2.7701412114213,17.2175766715184,11.1721413456821,0.453145703364081,0.356677861205106,61.5866592239916,12.1146179197056,115.381293593689,124.579042337977,6.37750797554127,147.379267409309,39.1119901612401,"Lot_1"
"21",127.779542261345,37.1521661628595,15.4350673081385,5.47255916600132,8.74009773010475,6.20000580168945,3.15433654233486,1.92186316691012,16.1918910741777,12.8782347718349,0.3544553128886,0.385307394801097,62.7085232910897,11.3143300219522,110.891141018814,153.071875039535,6.532330821508,150.775391424339,55.7840048885528,"Lot_3"
"22",124.85530519826,38.795566009852,14.6251887763637,6.76465096531936,6.24554167215652,4.97580685948596,2.9894102793807,1.26993626687069,18.213128399159,12.4778798537712,0.374714000221295,0.218040706884685,58.6933650504274,12.1220092392321,103.296810642195,175.099121904353,6.45986049600586,203.440238692931,63.5541776928185,"Lot_6"
"23",120.982597474447,37.7092387558675,15.549127528863,5.251138393723,8.46852884988674,5.42773850034836,2.33443625647916,3.26077785746794,19.8484435541086,8.50837075648445,0.489465027230834,0.324157280210879,59.8675211901682,16.7404705696899,110.373994176941,137.765740803041,6.86938903426491,147.486325324102,54.8911220060327,"Lot_2"
"24",123.85519932869,40.0854425789112,11.9599097414513,8.36375114434199,9.78669038146709,5.81049872940524,2.19037597700776,1.29904333593974,16.6815139496313,10.3412798471543,0.497687569181822,0.281266336637995,57.8388084652313,16.2994768937478,85.292533969433,113.983015050465,6.5879148056148,169.891799330957,40.8814347564335,"Lot_4"
"25",108.234330459437,38.0904276778374,17.0342875794097,4.99797739777676,6.91217247957734,5.08974367102784,2.76057027442089,1.56743429864544,20.8036092669249,8.94751445949076,0.453009730466395,0.275229338176202,58.5330662860669,13.2942530905766,82.890854442078,186.760557403719,6.67096088312496,204.564126230632,66.1447746884251,"Lot_1"
"26",120.384653511254,37.4425546786282,13.8665267739955,6.97037869321646,8.2472562809582,5.73406960461617,2.80234499217716,2.93952801183232,18.9294254264904,9.92123466648001,0.412523228605135,0.353459061524239,54.9647993731634,13.8939469773032,81.7676800480776,138.714441264275,6.74147391146623,188.231487328785,48.3627333441448,"Lot_2"
"27",123.909421403676,41.5884274209201,16.0562177791152,6.57106247616931,4.62183859389385,4.31686669836455,2.15655212472522,1.28180863870016,17.2713602674622,11.7584798008434,0.306145853609873,0.26722938489091,62.1260379981995,17.9346842085768,100.67092804485,172.807132013048,6.63057559027141,196.30868083636,51.7873870178182,"Lot_1"
"28",118.357101284969,44.6763735827367,10.4045014261705,7.54580377592373,6.63286622088618,4.30252819730664,2.9794688497075,2.0162121769673,18.2177625085353,8.32907573087378,0.383177665220672,0.252142855577695,53.8759170383226,14.0787791701019,109.922055620214,162.481069409456,6.79220200752715,188.28448395287,49.5076137117086,"Lot_4"
