"","Experience","Salaire"
"1",18.2902933184037,16.5218249053589
"2",26.3436134771947,23.167254546086
"3",19.105833871731,20.8771454234794
"4",27.7425164662996,23.1662356919793
"5",31.6711713106338,32.9662507589859
"6",14.1863986323957,15.2941695426661
"7",29.9328450028653,33.1594611261596
"8",32.8413273527834,32.0326528991099
"9",26.8738691050171,32.3477835758454
"10",41.513807913722,38.2468755598416
"11",32.2011776442359,22.7736026159231
"12",34.7382258435959,39.5548407057671
"13",27.5149313466624,26.9228702080807
"14",25.761258165259,28.1164771139888
"15",36.9253180943629,32.5330029544295
"16",23.7470024951307,26.0433316643478
"17",24.0934878213837,24.0860409748041
"18",16.1338021492798,20.9199106753978
"19",23.2525630018894,21.0416359619285
"20",25.630582043486,25.7187111687205
"21",27.5991858177441,25.5914437879135
"22",22.9211042673699,28.9065165115153
"23",20.0516809796603,18.304405495364
"24",24.9830472487819,22.2362102545917
"25",33.9186527888975,35.8458174905954
"26",44.4548538365221,33.8800375223163
"27",19.5863306067735,15.4250076140964
"28",18.5111573263224,17.9395849377994
"29",31.5416540052528,34.2964918679895
"30",31.7184348601006,33.2281670111183
"31",18.3261061881422,29.3394010678752
"32",21.348023363897,16.8779608691139
"33",26.910069919575,25.2879394886783
"34",34.9397398744407,33.3436300344744
"35",27.3305579493583,29.7190160535465
"36",21.3641418739018,31.5034643784272
"37",29.7820248573317,31.8915817330443
"38",14.3968265932108,18.7260502901527
"39",28.5009497592261,25.1467157659345
"40",21.8800972572074,30.9566440827208
"41",10.5913148538229,18.5979287711708
"42",17.1225563197169,17.0907022875271
"43",36.4881505842148,43.2470819796443
"44",19.5314334023181,21.8491072136048
"45",34.0028819830774,22.441635356043
"46",43.2714468695508,52.8591456641941
"47",20.4764799239905,22.131679529783
"48",4.9360837917574,18.6869900184347
"49",21.1739746838212,31.487495135227
"50",34.3934181179448,35.6672927032749
"51",27.0622040510713,29.2384860839929
"52",33.7233953461772,41.5408646970313
"53",28.6307409391536,32.6729314278315
"54",25.3122740626698,30.0814650896095
"55",27.3375939257224,28.4437136487144
"56",18.6145000043398,25.8380752853315
"57",31.8765581176996,39.447023656873
"58",34.6089656336524,32.1524170425258
"59",17.0600869766144,12.949522358785
"60",25.7439156062554,14.7415764273034
"61",34.1523225691696,26.5492355613423
"62",20.9521479293039,24.0607746358555
"63",12.4082567685906,15.9389041513701
"64",29.3385438599529,33.860652423423
"65",31.2057376399768,28.9229164007443
"66",23.9647254186076,20.3449543779907
"67",36.8116731120364,24.8682044784426
"68",19.9620951081105,16.7090115857777
"69",46.1547915759803,44.8916358175921
"70",28.2194064582961,20.7672923679036
"71",16.6939778130387,20.926954418367
"72",25.0545007198856,19.328757957893
"73",20.5877780145291,22.6133730331689
"74",24.3726637453747,20.1154874405598
"75",35.0376129206241,33.9344054864691
"76",38.2288915713585,39.6255272677961
"77",31.306851019002,31.0314607167793
"78",28.6456518197546,25.7389722029173
"79",27.9431380690289,32.1233509698106
"80",31.0521674169659,34.1856168345431
"81",19.0815875489157,24.2423938234729
"82",46.6906844188816,55.2970164716853
"83",31.5418710152844,28.3460702044852
"84",26.925754225849,18.8565178976509
"85",21.7942104635894,21.941640771288
"86",37.6829820897595,34.4573121698241
"87",44.1430973026676,37.1102110153281
"88",36.1733741341878,41.6232574775402
"89",46.6231249682492,47.2165705461872
"90",20.1338321597027,27.0337133659437
"91",22.2666683030152,28.806816678194
"92",26.8472269171844,28.3493311200372
"93",33.0276406171285,31.5386196858025
"94",22.1899739091203,33.6093416681804
"95",23.8046850601649,19.1399243257255
"96",11.323830138093,13.956590358118
"97",14.107591726994,12.1581763184869
"98",17.7669098320084,17.4814027204384
"99",29.9066582952321,39.518769615055
"100",34.0100209809857,24.0615926707105
"101",22.5955976040738,14.4003650107678
"102",28.7715212119244,31.3538678006743
"103",26.6978409819439,30.2101501351832
"104",33.1371110471023,40.0529935518969
"105",30.4012262141994,27.740526430748
"106",23.1050175755459,17.9478636354596
"107",14.4557007312088,23.9729825673717
"108",14.4142204014663,19.0145970036935
"109",34.1742659019832,27.1645604460168
"110",30.5482363565944,35.9725676219615
"111",23.5600125354005,26.8949827034933
"112",30.7826071558002,42.5238066076453
"113",9.5430384451533,12.0308597218482
"114",24.6087913114732,23.6385392045302
"115",31.0125630683263,36.2145574410712
"116",25.8920265947849,29.4500109539023
"117",21.9629059714515,17.853942581888
"118",22.7859454121209,31.4486858235083
"119",26.676364531238,31.4900771471523
"120",23.5474831629039,22.4110490154059
"121",47.7876434086218,47.2279322923554
"122",25.9875513064692,24.2848977621023
"123",26.254777705037,21.448288795172
"124",28.8259216371849,28.4554073335218
"125",19.9166198573063,23.8107297672157
"126",29.1202668789943,23.7576672240866
"127",21.0754199904553,20.1909095813652
"128",24.0799318069391,27.8373507578966
"129",3.56773875859396,17.5966968442229
"130",37.3306798459112,26.1283189721519
"131",15.4451791185511,22.561767352917
"132",17.5992848831427,29.3784845174168
"133",31.4216613393632,38.5401029891827
"134",26.0741602990286,26.5491016954363
"135",36.7203802212952,25.723930054687
"136",27.2195527517837,26.7920469921224
"137",23.4800546864126,24.8031617775204
"138",19.5254380918395,22.2279838595513
"139",24.3887435346876,23.5975269875219
"140",23.5944981660366,21.5617224787086
"141",35.613319484387,32.8672095849403
"142",31.2148999126925,35.9799795266598
"143",19.9392456016946,20.6029455379025
"144",37.3969477777288,33.3316986766708
"145",16.0213633085747,15.8727661477085
"146",18.8748943465825,21.2396961534496
"147",21.2886893675645,18.9330151842853
"148",39.6619322276935,44.6410653484352
"149",33.2286525103877,31.3133980659028
"150",33.6141267985034,28.9240093784809
"151",27.8211795608384,26.5698970153896
"152",26.1972100998565,22.3701272527405
"153",17.0924608154379,27.2556019445164
"154",32.603622125651,36.1051381104583
"155",24.984385576259,22.4651169055061
"156",34.1921227858629,33.9174301101269
"157",27.9799002723461,32.2979826737486
"158",28.4021215821561,18.488941778894
"159",33.0644507269191,30.814717169988
"160",19.0041366256705,19.2259990746665
"161",29.1297063374133,26.100309796191
"162",25.5901429766381,24.5150705771408
"163",25.2536503135285,26.7817409886441
"164",31.5754705433059,30.1026754416909
"165",31.9461528672944,28.8261755038743
"166",23.4724747077183,24.3645356632107
"167",23.0588037667794,29.3091853016902
"168",14.6746612516864,19.8461275299201
"169",24.5201228905731,22.6200030474015
"170",36.7017708900527,36.4342967157533
"171",15.9149358314504,19.2989958087554
"172",13.2898457670183,14.8863779812428
"173",12.1385823805478,14.0107038911632
"174",14.840964495914,19.6043530255014
"175",22.0599012489838,27.5997966077447
"176",44.2995301132263,43.4646296490534
"177",10.4456281248938,21.1574018902612
"178",18.845692850264,25.603045151394
"179",30.7013330609262,32.8423169840616
"180",18.4022368307201,21.3896542688147
"181",45.3353020809486,41.9964650505314
"182",17.2996700219609,19.3374654032488
"183",20.2601049922579,25.3344519942395
"184",37.7956437385959,34.1141009709232
"185",49.0450901751106,44.9074418719209
"186",22.7680858451696,13.425864143612
"187",33.5146737853199,29.9772671483037
"188",25.2530785805481,27.2319050052822
"189",25.5737916257082,31.2746852307134
"190",22.5420327057229,27.3090016177222
"191",23.4336870394332,32.7369983105536
"192",27.2612375890604,36.2702414197903
"193",42.5676908330674,35.8970762825737
"194",30.7099586701547,28.512104081101
"195",30.462458942217,25.3489817418276
"196",26.8658058852251,22.6661969217838
"197",13.6590806970115,19.2355967394105
"198",15.6933764238477,18.0778915773551
"199",37.3700934541916,36.1511116434302
"200",38.5783590114767,38.87554686544
"201",33.3491777311185,33.1854076799549
"202",33.6135253097255,36.1559622961346
"203",18.8274838796863,23.4481051047492
"204",37.0882068583666,40.3784560485256
"205",42.7020098276538,28.9463819693767
"206",28.1955611578969,26.5993738279221
"207",30.1183585950605,23.2903448825849
"208",38.4094230145513,30.7576553370306
"209",27.8488447830817,12.2241505036855
"210",20.3791344872856,16.009275924563
"211",23.1650348831665,24.1347611381256
"212",25.1835636752612,19.670494379209
"213",24.089069782381,18.0601322556523
"214",17.0968928927368,25.2854579195467
"215",14.9794481276827,16.4918679600281
"216",34.1175459554157,36.3048673020944
"217",39.1571143278995,45.2171146065998
"218",37.985172787557,32.9762082700363
"219",31.6684481968682,38.5941411115931
"220",6.26746448898485,15.7518829199715
"221",20.2796548074333,19.4908386760304
"222",29.9854666781077,28.9550446646947
"223",48.8709167381833,49.5399657438681
"224",30.1847773070238,27.2087186215772
"225",32.913829984724,28.0961553848277
"226",16.6627081184007,27.0569674992005
"227",32.8078581727023,36.7855732941779
"228",17.1277251298014,24.2142407574796
"229",12.1079048671235,14.83384686969
"230",32.8163534831035,34.7688349113835
"231",14.9425485670725,15.9267247803915
"232",24.8084449893225,36.1336322406626
"233",36.1081250225305,32.6018270319971
"234",17.4493164290695,17.083306620687
"235",28.6406164094674,28.971555004703
"236",36.3915534225313,31.1595704895532
"237",14.6255696657957,15.9362514223697
"238",22.8785857647405,18.2513411803208
"239",25.1124420412064,29.935848035086
"240",17.4817136031252,17.9722798733965
"241",21.7092588057208,17.0970529123603
"242",34.6727574887232,33.3650743548366
"243",12.459376097821,15.8046532450426
"244",22.40715831778,24.5745124393535
"245",31.1736721400846,29.8891990735509
"246",26.8994168385898,15.8338698892996
"247",33.3122097041395,23.0033319790316
"248",26.7009921970241,28.6107173015545
"249",36.2792749023372,37.7929015407171
"250",19.0264914190531,23.388979436933
"251",27.5415621505822,16.4673340561737
"252",17.221751440762,23.4504438482352
"253",16.3897917050726,29.7828970238459
"254",30.5383826950847,24.2994738955432
"255",25.9580570495136,26.5392610375751
"256",30.4124022705345,41.7505292213972
"257",24.4859913470609,29.9373340440594
"258",18.9941297440135,22.9971531300633
"259",22.8544224244682,18.641410660239
"260",19.7935023379602,15.3066379397435
"261",29.7937627263441,34.3901436349719
"262",27.8800193043298,24.4689406606515
"263",12.5324626764931,16.1641023635964
"264",24.1183194131575,26.4443351351057
"265",24.3551942726466,24.9053518136304
"266",35.355269580659,40.7535999385155
"267",16.7814954179776,15.4812532492181
"268",24.2548786234701,17.1582974566459
"269",16.6758307801749,22.0560552428168
"270",27.3180615874769,28.0706931903971
"271",31.8667790435879,19.2472340558552
"272",40.8736908541089,41.4646670552668
"273",20.7355719682792,32.2352016136267
"274",41.3868913770869,47.0917585518446
"275",23.8860258870936,17.1428409704623
"276",27.5319601338155,34.1819847190372
"277",18.7272953445776,18.1715538183168
"278",32.7423780662847,40.0093115945129
"279",43.0076712136416,40.6364774785212
"280",36.7389164097727,43.0835521149472
"281",35.3996867434034,32.8506649625824
"282",38.0499357586133,35.03796501556
"283",20.5152074766567,22.0180666645109
"284",19.9659482342967,18.9261716387417
"285",36.561697207369,32.6139847635671
"286",14.0576020565766,19.3525159751319
"287",28.133863137508,31.7595697186394
"288",15.1563082923069,14.631679216995
"289",30.2348666026037,35.5908741526931
"290",34.8226767425797,32.4662229168888
"291",25.1459609926274,31.105445410963
"292",43.2214030148232,47.0075590451896
"293",35.2569460323245,43.5754655528524
"294",36.5860116577056,37.9992670852258
"295",15.0953173617092,12.707029215576
"296",38.4751665948977,33.8729202335587
"297",20.0235865114996,12.0128832401252
"298",31.336333063055,29.3303506986363
"299",25.2962433457445,23.9020852648528
"300",27.1423262232143,29.6473974015108
"301",34.0896128966895,39.346352939635
"302",25.0716321678849,21.058749261023
"303",31.6454750681345,37.6120935225643
"304",30.54022350653,24.6487501486744
"305",31.7189953982723,29.9215679258991
"306",29.569333934928,23.2766515576766
"307",22.2594457081788,17.0703229691973
"308",32.4019976593052,25.1309278606534
"309",36.648609983152,32.9989230656371
"310",22.5739102177528,30.0576200469699
"311",29.7828905529328,24.3243341303002
"312",27.3007362207729,20.4908795466548
"313",24.1299478171771,27.8053832025231
"314",33.5538832306817,39.22161111436
"315",21.5236615037839,22.9835833988951
"316",10.7815892137113,18.8819571146938
"317",13.8541604161364,24.5203369750354
"318",21.5679072851062,18.694046790501
"319",17.3003619848219,12.5995877296323
"320",37.7160497959674,40.6809694826299
"321",21.573901631942,21.2311360510989
"322",31.1612559116499,27.5874663062113
"323",25.1816738350718,29.800416649403
"324",25.3485005541929,17.2278691687268
"325",18.7967974871465,19.7881118613565
"326",23.6777124891986,26.7380660639252
"327",25.3894897711965,23.8185855283742
